snapshot_path,repo_commit,file_path,pylint_score,pylint_msgs,radon_cc_total,bandit_issues_count
snapshots\2d8232fa716f5fe46eec9f35a0e90c2d0f126279\django\core\management\commands\migrate.py,snapshots,2d8232fa716f5fe46eec9f35a0e90c2d0f126279\django\core\management\commands\migrate.py,,1,0,0
snapshots\2d991ff661f72195f3a57be66d2bbc761c923f7e\django\db\backends\sqlite3\base.py,snapshots,2d991ff661f72195f3a57be66d2bbc761c923f7e\django\db\backends\sqlite3\base.py,,1,0,0
snapshots\2d8232fa716f5fe46eec9f35a0e90c2d0f126279\tests\migrations\test_commands.py,snapshots,2d8232fa716f5fe46eec9f35a0e90c2d0f126279\tests\migrations\test_commands.py,,1,0,0
snapshots\2d6179c819010f6a9d00835d5893c4593c0b85a0\tests\messages_tests\test_fallback.py,snapshots,2d6179c819010f6a9d00835d5893c4593c0b85a0\tests\messages_tests\test_fallback.py,,1,0,0
snapshots\2d6179c819010f6a9d00835d5893c4593c0b85a0\tests\messages_tests\test_mixins.py,snapshots,2d6179c819010f6a9d00835d5893c4593c0b85a0\tests\messages_tests\test_mixins.py,,1,0,0
snapshots\2d6179c819010f6a9d00835d5893c4593c0b85a0\tests\messages_tests\test_cookie.py,snapshots,2d6179c819010f6a9d00835d5893c4593c0b85a0\tests\messages_tests\test_cookie.py,,1,0,0
snapshots\2d6179c819010f6a9d00835d5893c4593c0b85a0\django\contrib\messages\storage\cookie.py,snapshots,2d6179c819010f6a9d00835d5893c4593c0b85a0\django\contrib\messages\storage\cookie.py,,1,0,0
snapshots\2d5215c675c2f128f7e9fc296cd5a0a5a527dff4\tests\migrations\test_autodetector.py,snapshots,2d5215c675c2f128f7e9fc296cd5a0a5a527dff4\tests\migrations\test_autodetector.py,,1,0,0
snapshots\2d472ad05c7fb2a5fe405be46af2062cdb5eaeee\tests\middleware_exceptions\tests.py,snapshots,2d472ad05c7fb2a5fe405be46af2062cdb5eaeee\tests\middleware_exceptions\tests.py,,1,0,0
snapshots\2d5215c675c2f128f7e9fc296cd5a0a5a527dff4\django\db\migrations\utils.py,snapshots,2d5215c675c2f128f7e9fc296cd5a0a5a527dff4\django\db\migrations\utils.py,,1,0,0
snapshots\2d472ad05c7fb2a5fe405be46af2062cdb5eaeee\django\core\handlers\base.py,snapshots,2d472ad05c7fb2a5fe405be46af2062cdb5eaeee\django\core\handlers\base.py,,1,0,0
snapshots\2d4ca621700eed97f0cb8a19d02a05fc088b26d2\tests\template_tests\filter_tests\test_center.py,snapshots,2d4ca621700eed97f0cb8a19d02a05fc088b26d2\tests\template_tests\filter_tests\test_center.py,,1,0,0
snapshots\2d453a2a683d73c64dc32286685eb40cbca7c425\tests\expressions\test_queryset_values.py,snapshots,2d453a2a683d73c64dc32286685eb40cbca7c425\tests\expressions\test_queryset_values.py,,1,0,0
snapshots\2d453a2a683d73c64dc32286685eb40cbca7c425\django\db\models\query.py,snapshots,2d453a2a683d73c64dc32286685eb40cbca7c425\django\db\models\query.py,,1,0,0
snapshots\2d453a2a683d73c64dc32286685eb40cbca7c425\django\db\models\sql\query.py,snapshots,2d453a2a683d73c64dc32286685eb40cbca7c425\django\db\models\sql\query.py,,1,0,0
snapshots\2d34ebe49a25d0974392583d5bbd954baf742a32\tests\test_runner\tests.py,snapshots,2d34ebe49a25d0974392583d5bbd954baf742a32\tests\test_runner\tests.py,,1,0,0
snapshots\2d3bb414cfb2778cc64f22e7203102d7389f81e6\tests\model_fields\models.py,snapshots,2d3bb414cfb2778cc64f22e7203102d7389f81e6\tests\model_fields\models.py,,1,0,0
snapshots\2d34ebe49a25d0974392583d5bbd954baf742a32\tests\backends\base\test_creation.py,snapshots,2d34ebe49a25d0974392583d5bbd954baf742a32\tests\backends\base\test_creation.py,,1,0,0
snapshots\2d34ebe49a25d0974392583d5bbd954baf742a32\django\test\utils.py,snapshots,2d34ebe49a25d0974392583d5bbd954baf742a32\django\test\utils.py,,1,0,0
snapshots\2d34ebe49a25d0974392583d5bbd954baf742a32\django\db\backends\base\creation.py,snapshots,2d34ebe49a25d0974392583d5bbd954baf742a32\django\db\backends\base\creation.py,,1,0,0
snapshots\2d34ebe49a25d0974392583d5bbd954baf742a32\django\core\management\commands\testserver.py,snapshots,2d34ebe49a25d0974392583d5bbd954baf742a32\django\core\management\commands\testserver.py,,1,0,0
snapshots\2d23a07817b67825735a6900ebed505a004f7788\django\contrib\gis\gdal\raster\source.py,snapshots,2d23a07817b67825735a6900ebed505a004f7788\django\contrib\gis\gdal\raster\source.py,,1,0,0
snapshots\2d23a07817b67825735a6900ebed505a004f7788\tests\gis_tests\gdal_tests\test_raster.py,snapshots,2d23a07817b67825735a6900ebed505a004f7788\tests\gis_tests\gdal_tests\test_raster.py,,1,0,0
snapshots\2d1ac1dce8a1c169def5af01fc871e33f93c27c3\tests\gis_tests\geos_tests\test_geos.py,snapshots,2d1ac1dce8a1c169def5af01fc871e33f93c27c3\tests\gis_tests\geos_tests\test_geos.py,,1,0,0
snapshots\2d1ac1dce8a1c169def5af01fc871e33f93c27c3\tests\gis_tests\gdal_tests\test_geom.py,snapshots,2d1ac1dce8a1c169def5af01fc871e33f93c27c3\tests\gis_tests\gdal_tests\test_geom.py,,1,0,0
snapshots\2d0ae8da80e1ed37e94f3abad5c80145a00e688f\tests\forms_tests\field_tests\test_multivaluefield.py,snapshots,2d0ae8da80e1ed37e94f3abad5c80145a00e688f\tests\forms_tests\field_tests\test_multivaluefield.py,,1,0,0
snapshots\2d0ae8da80e1ed37e94f3abad5c80145a00e688f\django\forms\boundfield.py,snapshots,2d0ae8da80e1ed37e94f3abad5c80145a00e688f\django\forms\boundfield.py,,1,0,0
snapshots\2d07e1aaebadbd576ee2a055760a5866d4408a87\tests\migrations\test_commands.py,snapshots,2d07e1aaebadbd576ee2a055760a5866d4408a87\tests\migrations\test_commands.py,,1,0,0
snapshots\2d07e1aaebadbd576ee2a055760a5866d4408a87\tests\migrations\test_migrations_manual_porting\0001_initial.py,snapshots,2d07e1aaebadbd576ee2a055760a5866d4408a87\tests\migrations\test_migrations_manual_porting\0001_initial.py,,1,0,0
snapshots\2d07e1aaebadbd576ee2a055760a5866d4408a87\tests\migrations\test_migrations_manual_porting\0002_second.py,snapshots,2d07e1aaebadbd576ee2a055760a5866d4408a87\tests\migrations\test_migrations_manual_porting\0002_second.py,,1,0,0
snapshots\2cec020f5bc462954d902bdad1a5955852cecff6\tests\backends\mysql\tests.py,snapshots,2cec020f5bc462954d902bdad1a5955852cecff6\tests\backends\mysql\tests.py,,1,0,0
snapshots\2cf76f2d5d1aa16acfadaf53db3d30128a34b088\tests\select_related_onetoone\tests.py,snapshots,2cf76f2d5d1aa16acfadaf53db3d30128a34b088\tests\select_related_onetoone\tests.py,,1,0,0
snapshots\2cf76f2d5d1aa16acfadaf53db3d30128a34b088\django\db\models\sql\query.py,snapshots,2cf76f2d5d1aa16acfadaf53db3d30128a34b088\django\db\models\sql\query.py,,1,0,0
snapshots\2cf76f2d5d1aa16acfadaf53db3d30128a34b088\tests\defer_regress\tests.py,snapshots,2cf76f2d5d1aa16acfadaf53db3d30128a34b088\tests\defer_regress\tests.py,,1,0,0
snapshots\2cec020f5bc462954d902bdad1a5955852cecff6\django\db\backends\mysql\features.py,snapshots,2cec020f5bc462954d902bdad1a5955852cecff6\django\db\backends\mysql\features.py,,1,0,0
snapshots\2ce4545de1791d6ed2405cb0657401e179bc5357\tests\admin_scripts\tests.py,snapshots,2ce4545de1791d6ed2405cb0657401e179bc5357\tests\admin_scripts\tests.py,,1,0,0
snapshots\2ce4545de1791d6ed2405cb0657401e179bc5357\tests\migrations\test_commands.py,snapshots,2ce4545de1791d6ed2405cb0657401e179bc5357\tests\migrations\test_commands.py,,1,0,0
snapshots\2ce4545de1791d6ed2405cb0657401e179bc5357\django\core\management\base.py,snapshots,2ce4545de1791d6ed2405cb0657401e179bc5357\django\core\management\base.py,,1,0,0
snapshots\2ce4545de1791d6ed2405cb0657401e179bc5357\django\core\management\commands\migrate.py,snapshots,2ce4545de1791d6ed2405cb0657401e179bc5357\django\core\management\commands\migrate.py,,1,0,0
snapshots\2ce4545de1791d6ed2405cb0657401e179bc5357\django\core\management\commands\runserver.py,snapshots,2ce4545de1791d6ed2405cb0657401e179bc5357\django\core\management\commands\runserver.py,,1,0,0
snapshots\2ce03a2bac9f41b803196a45dcd07cc342838e58\tests\sitemaps_tests\test_utils.py,snapshots,2ce03a2bac9f41b803196a45dcd07cc342838e58\tests\sitemaps_tests\test_utils.py,,1,0,0
snapshots\2ce03a2bac9f41b803196a45dcd07cc342838e58\tests\sitemaps_tests\urls\sitemap_only.py,snapshots,2ce03a2bac9f41b803196a45dcd07cc342838e58\tests\sitemaps_tests\urls\sitemap_only.py,,1,0,0
snapshots\2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\gdal_tests\test_geom.py,snapshots,2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\gdal_tests\test_geom.py,,1,0,0
snapshots\2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\test_geoforms.py,snapshots,2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\test_geoforms.py,,1,0,0
snapshots\2cd7ab1ef6e309b4dd348248385f9753e757d7d0\django\core\management\commands\migrate.py,snapshots,2cd7ab1ef6e309b4dd348248385f9753e757d7d0\django\core\management\commands\migrate.py,,1,0,0
snapshots\2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\geoapp\test_serializers.py,snapshots,2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\geoapp\test_serializers.py,,1,0,0
snapshots\2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\geos_tests\test_geos.py,snapshots,2cd40263348a9c345a58c44d48922ac3b370a119\tests\gis_tests\geos_tests\test_geos.py,,1,0,0
snapshots\2cd0ccef04767ebfc3f6619f39f5b7dbee9a783b\tests\utils_tests\test_regex_helper.py,snapshots,2cd0ccef04767ebfc3f6619f39f5b7dbee9a783b\tests\utils_tests\test_regex_helper.py,,1,0,0
snapshots\2cd0ccef04767ebfc3f6619f39f5b7dbee9a783b\tests\version\tests.py,snapshots,2cd0ccef04767ebfc3f6619f39f5b7dbee9a783b\tests\version\tests.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_changelist\tests.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_changelist\tests.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_inlines\tests.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_inlines\tests.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_views\tests.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_views\tests.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_views\test_nav_sidebar.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_views\test_nav_sidebar.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_widgets\tests.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_widgets\tests.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_views\test_autocomplete_view.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\admin_views\test_autocomplete_view.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\django\contrib\admin\tests.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\django\contrib\admin\tests.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\forms_tests\tests\test_widgets.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\forms_tests\tests\test_widgets.py,,1,0,0
snapshots\2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\view_tests\tests\test_i18n.py,snapshots,2ccc0b22db6730ba0950b10bbc5238ae575e4a45\tests\view_tests\tests\test_i18n.py,,1,0,0
snapshots\2c99fbcf95f07eaff0bf9673af7c82d07353df8f\tests\i18n\test_extraction.py,snapshots,2c99fbcf95f07eaff0bf9673af7c82d07353df8f\tests\i18n\test_extraction.py,,1,0,0
snapshots\2c99fbcf95f07eaff0bf9673af7c82d07353df8f\django\core\management\commands\makemessages.py,snapshots,2c99fbcf95f07eaff0bf9673af7c82d07353df8f\django\core\management\commands\makemessages.py,,1,0,0
snapshots\2c912c348808ee66a4fd164bda68b494243c6c54\tests\cache\tests.py,snapshots,2c912c348808ee66a4fd164bda68b494243c6c54\tests\cache\tests.py,,1,0,0
snapshots\2c912c348808ee66a4fd164bda68b494243c6c54\django\core\cache\backends\memcached.py,snapshots,2c912c348808ee66a4fd164bda68b494243c6c54\django\core\cache\backends\memcached.py,,1,0,0
snapshots\2c7846d992ca512d36a73f518205015c88ed088c\tests\queryset_pickle\models.py,snapshots,2c7846d992ca512d36a73f518205015c88ed088c\tests\queryset_pickle\models.py,,1,0,0
snapshots\2c7846d992ca512d36a73f518205015c88ed088c\tests\test_utils\models.py,snapshots,2c7846d992ca512d36a73f518205015c88ed088c\tests\test_utils\models.py,,1,0,0
snapshots\2c7846d992ca512d36a73f518205015c88ed088c\tests\queryset_pickle\tests.py,snapshots,2c7846d992ca512d36a73f518205015c88ed088c\tests\queryset_pickle\tests.py,,1,0,0
snapshots\2c7846d992ca512d36a73f518205015c88ed088c\tests\test_utils\test_testcase.py,snapshots,2c7846d992ca512d36a73f518205015c88ed088c\tests\test_utils\test_testcase.py,,1,0,0
snapshots\2c7846d992ca512d36a73f518205015c88ed088c\django\db\models\base.py,snapshots,2c7846d992ca512d36a73f518205015c88ed088c\django\db\models\base.py,,1,0,0
snapshots\2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\postgres_tests\migrations\0001_setup_extensions.py,snapshots,2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\postgres_tests\migrations\0001_setup_extensions.py,,1,0,0
snapshots\2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\queries\test_explain.py,snapshots,2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\queries\test_explain.py,,1,0,0
snapshots\2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\gis_tests\gis_migrations\migrations\0001_setup_extensions.py,snapshots,2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\gis_tests\gis_migrations\migrations\0001_setup_extensions.py,,1,0,0
snapshots\2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\gis_tests\rasterapp\migrations\0001_setup_extensions.py,snapshots,2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\gis_tests\rasterapp\migrations\0001_setup_extensions.py,,1,0,0
snapshots\2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\backends\postgresql\tests.py,snapshots,2c6ebb65c9eb6b11347d907127b82d31e04569e5\tests\backends\postgresql\tests.py,,1,0,0
snapshots\2c6ebb65c9eb6b11347d907127b82d31e04569e5\django\db\backends\postgresql\features.py,snapshots,2c6ebb65c9eb6b11347d907127b82d31e04569e5\django\db\backends\postgresql\features.py,,1,0,0
snapshots\2c5d6dc44779448de1497f32c925c96975fae461\django\http\response.py,snapshots,2c5d6dc44779448de1497f32c925c96975fae461\django\http\response.py,,1,0,0
snapshots\2c6ebb65c9eb6b11347d907127b82d31e04569e5\django\contrib\gis\db\backends\postgis\operations.py,snapshots,2c6ebb65c9eb6b11347d907127b82d31e04569e5\django\contrib\gis\db\backends\postgis\operations.py,,1,0,0
snapshots\2c4dc6476083c853b654e462c7ff65dbe0334c9e\docs\conf.py,snapshots,2c4dc6476083c853b654e462c7ff65dbe0334c9e\docs\conf.py,,1,0,0
snapshots\2c6e4a29b0de44739dc5719013f4f980c9f0d74d\tests\backends\postgresql\test_server_side_cursors.py,snapshots,2c6e4a29b0de44739dc5719013f4f980c9f0d74d\tests\backends\postgresql\test_server_side_cursors.py,,1,0,0
snapshots\2c428b37ae14b1514cfe1466fd91f01d56799bf4\tests\constraints\models.py,snapshots,2c428b37ae14b1514cfe1466fd91f01d56799bf4\tests\constraints\models.py,,1,0,0
snapshots\2c47207b3c8412d16e61e388f176b47b41b40794\tests\i18n\test_compilation.py,snapshots,2c47207b3c8412d16e61e388f176b47b41b40794\tests\i18n\test_compilation.py,,1,0,0
snapshots\2c47207b3c8412d16e61e388f176b47b41b40794\django\core\management\commands\compilemessages.py,snapshots,2c47207b3c8412d16e61e388f176b47b41b40794\django\core\management\commands\compilemessages.py,,1,0,0
snapshots\2c1f27d0d0346889e3af3b1be03e39e7117b1165\tests\i18n\test_extraction.py,snapshots,2c1f27d0d0346889e3af3b1be03e39e7117b1165\tests\i18n\test_extraction.py,,1,0,0
snapshots\2c428b37ae14b1514cfe1466fd91f01d56799bf4\tests\constraints\tests.py,snapshots,2c428b37ae14b1514cfe1466fd91f01d56799bf4\tests\constraints\tests.py,,1,0,0
snapshots\2c1f27d0d0346889e3af3b1be03e39e7117b1165\tests\i18n\test_compilation.py,snapshots,2c1f27d0d0346889e3af3b1be03e39e7117b1165\tests\i18n\test_compilation.py,,1,0,0
snapshots\2c1f27d0d0346889e3af3b1be03e39e7117b1165\django\core\management\commands\compilemessages.py,snapshots,2c1f27d0d0346889e3af3b1be03e39e7117b1165\django\core\management\commands\compilemessages.py,,1,0,0
snapshots\2c1f27d0d0346889e3af3b1be03e39e7117b1165\django\core\management\commands\makemessages.py,snapshots,2c1f27d0d0346889e3af3b1be03e39e7117b1165\django\core\management\commands\makemessages.py,,1,0,0
snapshots\2c029c718f45341cdd43ee094c24488743c633e6\tests\admin_views\tests.py,snapshots,2c029c718f45341cdd43ee094c24488743c633e6\tests\admin_views\tests.py,,1,0,0
snapshots\2c029c718f45341cdd43ee094c24488743c633e6\tests\admin_inlines\tests.py,snapshots,2c029c718f45341cdd43ee094c24488743c633e6\tests\admin_inlines\tests.py,,1,0,0
snapshots\2c029c718f45341cdd43ee094c24488743c633e6\tests\admin_views\admin.py,snapshots,2c029c718f45341cdd43ee094c24488743c633e6\tests\admin_views\admin.py,,1,0,0
snapshots\2bf46c3825ad4ec170324791d6f3a329316ae2d4\tests\test_utils\tests.py,snapshots,2bf46c3825ad4ec170324791d6f3a329316ae2d4\tests\test_utils\tests.py,,1,0,0
snapshots\2bf46c3825ad4ec170324791d6f3a329316ae2d4\django\test\testcases.py,snapshots,2bf46c3825ad4ec170324791d6f3a329316ae2d4\django\test\testcases.py,,1,0,0
snapshots\2bee0b4328319eaf6a0d1686677d629f2ecf6dec\tests\admin_views\tests.py,snapshots,2bee0b4328319eaf6a0d1686677d629f2ecf6dec\tests\admin_views\tests.py,,1,0,0
snapshots\2bee0b4328319eaf6a0d1686677d629f2ecf6dec\tests\admin_views\customadmin.py,snapshots,2bee0b4328319eaf6a0d1686677d629f2ecf6dec\tests\admin_views\customadmin.py,,1,0,0
snapshots\2bee0b4328319eaf6a0d1686677d629f2ecf6dec\django\contrib\admin\sites.py,snapshots,2bee0b4328319eaf6a0d1686677d629f2ecf6dec\django\contrib\admin\sites.py,,1,0,0
snapshots\2be37b253341cfd1f1363c533e6f896230f047a7\tests\admin_views\test_autocomplete_view.py,snapshots,2be37b253341cfd1f1363c533e6f896230f047a7\tests\admin_views\test_autocomplete_view.py,,1,0,0
snapshots\2bc47d7fe95ec9fc62bc5c0d2408944e5269d9d0\tests\middleware\tests.py,snapshots,2bc47d7fe95ec9fc62bc5c0d2408944e5269d9d0\tests\middleware\tests.py,,1,0,0
snapshots\2bc47d7fe95ec9fc62bc5c0d2408944e5269d9d0\django\contrib\gis\geos\polygon.py,snapshots,2bc47d7fe95ec9fc62bc5c0d2408944e5269d9d0\django\contrib\gis\geos\polygon.py,,1,0,0
snapshots\2b71b2c8dcd40f2604310bb3914077320035b399\tests\utils_tests\test_html.py,snapshots,2b71b2c8dcd40f2604310bb3914077320035b399\tests\utils_tests\test_html.py,,1,0,0
snapshots\2bc47d7fe95ec9fc62bc5c0d2408944e5269d9d0\tests\test_runner\tests.py,snapshots,2bc47d7fe95ec9fc62bc5c0d2408944e5269d9d0\tests\test_runner\tests.py,,1,0,0
snapshots\2bc43ccbdb28b9d87da172ef119ff3b48e6ff71a\tests\test_runner\test_parallel.py,snapshots,2bc43ccbdb28b9d87da172ef119ff3b48e6ff71a\tests\test_runner\test_parallel.py,,1,0,0
snapshots\2b6a3baebe70e4d481dd256bdb774ac15e248540\tests\queries\tests.py,snapshots,2b6a3baebe70e4d481dd256bdb774ac15e248540\tests\queries\tests.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\tests\migrations\test_operations.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\tests\migrations\test_operations.py,,1,0,0
snapshots\2b71b2c8dcd40f2604310bb3914077320035b399\django\utils\html.py,snapshots,2b71b2c8dcd40f2604310bb3914077320035b399\django\utils\html.py,,1,0,0
snapshots\2b6a3baebe70e4d481dd256bdb774ac15e248540\django\db\models\fields\related_lookups.py,snapshots,2b6a3baebe70e4d481dd256bdb774ac15e248540\django\db\models\fields\related_lookups.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\tests\schema\tests.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\tests\schema\tests.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\tests\backends\sqlite\tests.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\tests\backends\sqlite\tests.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\base\features.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\base\features.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\sqlite3\base.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\sqlite3\base.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\sqlite3\schema.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\sqlite3\schema.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\django\contrib\gis\db\backends\spatialite\schema.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\django\contrib\gis\db\backends\spatialite\schema.py,,1,0,0
snapshots\2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\sqlite3\features.py,snapshots,2b582387d51c44fa928351ca55f05fc8b8d2986e\django\db\backends\sqlite3\features.py,,1,0,0
snapshots\2b1242abb3989f5d74e787b09132d01bcbee5b55\django\db\models\constraints.py,snapshots,2b1242abb3989f5d74e787b09132d01bcbee5b55\django\db\models\constraints.py,,1,0,0
snapshots\2ae3044d9d4dfb8371055513e440e0384f211963\django\core\paginator.py,snapshots,2ae3044d9d4dfb8371055513e440e0384f211963\django\core\paginator.py,,1,0,0
snapshots\2ae3044d9d4dfb8371055513e440e0384f211963\tests\pagination\custom.py,snapshots,2ae3044d9d4dfb8371055513e440e0384f211963\tests\pagination\custom.py,,1,0,0
snapshots\2b1242abb3989f5d74e787b09132d01bcbee5b55\tests\constraints\tests.py,snapshots,2b1242abb3989f5d74e787b09132d01bcbee5b55\tests\constraints\tests.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\indexes\tests.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\indexes\tests.py,,1,0,0
snapshots\2ae3044d9d4dfb8371055513e440e0384f211963\tests\pagination\tests.py,snapshots,2ae3044d9d4dfb8371055513e440e0384f211963\tests\pagination\tests.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\invalid_models_tests\test_models.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\invalid_models_tests\test_models.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_autodetector.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_autodetector.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_base.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_base.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_operations.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_operations.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_state.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_state.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_optimizer.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\migrations\test_optimizer.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\tests\schema\tests.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\tests\schema\tests.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\django\db\migrations\autodetector.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\django\db\migrations\autodetector.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\django\db\migrations\state.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\django\db\migrations\state.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\django\db\models\base.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\django\db\models\base.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\django\db\models\options.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\django\db\models\options.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\django\db\migrations\operations\models.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\django\db\migrations\operations\models.py,,1,0,0
snapshots\2a76f4313423a3b91caade4fce71790630ef9152\tests\utils_tests\test_dateparse.py,snapshots,2a76f4313423a3b91caade4fce71790630ef9152\tests\utils_tests\test_dateparse.py,,1,0,0
snapshots\2aa8388110f5639c0dc410b22cb741c679f0749e\tests\db_functions\datetime\test_extract_trunc.py,snapshots,2aa8388110f5639c0dc410b22cb741c679f0749e\tests\db_functions\datetime\test_extract_trunc.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\django\db\backends\sqlite3\schema.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\django\db\backends\sqlite3\schema.py,,1,0,0
snapshots\2abf417c815c20f41c0868d6f66520b32347106e\django\db\backends\base\schema.py,snapshots,2abf417c815c20f41c0868d6f66520b32347106e\django\db\backends\base\schema.py,,1,0,0
snapshots\2a76f4313423a3b91caade4fce71790630ef9152\django\utils\dateparse.py,snapshots,2a76f4313423a3b91caade4fce71790630ef9152\django\utils\dateparse.py,,1,0,0
snapshots\2a6e0bd72d4a69725b957d6748a4b834f21b12b5\tests\aggregation\test_filter_argument.py,snapshots,2a6e0bd72d4a69725b957d6748a4b834f21b12b5\tests\aggregation\test_filter_argument.py,,1,0,0
snapshots\2a7497b0362f29db14af619a4b9c33e8e7a664a7\django\db\models\sql\query.py,snapshots,2a7497b0362f29db14af619a4b9c33e8e7a664a7\django\db\models\sql\query.py,,1,0,0
snapshots\2a6e0bd72d4a69725b957d6748a4b834f21b12b5\tests\expressions\tests.py,snapshots,2a6e0bd72d4a69725b957d6748a4b834f21b12b5\tests\expressions\tests.py,,1,0,0
